time_s,unix_time,gripper_command,gripper_position,gripper_error,present_current_raw,present_load_raw,present_voltage_raw,on_motor_total,not_motor_total,combined_total,asymmetry,abs_current,abs_load,aligned_time_s,eflesh_smooth,current_smooth,voltage_smooth,position_smooth,eflesh_above_contact,actual_extra_closure,rigid_equivalent,estimated_deformation,squeeze
34.34849047660828,1788289444.227468,11.47227533460803,14.893617021276595,-3.421341686668565,20,228,116,21517.934196004782,20324.75911415647,41842.69331016125,0.0285157332728044,20,228,34.34520721435547,41842.69331016125,20.0,116.0,14.893617021276595,26280.695512953665,7.008760951188984,10.888641214912294,-3.87988026372331,2
34.39924073219299,1788289444.2782185,11.408540471637986,14.580725907384233,-3.172185435746245,21,208,117,22401.24660822467,21334.17041933141,43735.41702755608,0.0243984455028959,21,208,34.395957708358765,43735.41702755608,20.0,117.0,14.580725907384233,28173.419230348496,7.321652065081347,12.083700119197532,-4.762048054116185,2
34.449058055877686,1788289444.3280356,11.408540471637986,14.580725907384233,-3.172185435746245,20,216,117,22509.408243808983,21493.402455554104,44002.810699363086,0.0230895656915294,20,216,34.44577479362488,44002.810699363086,21.0,117.0,14.580725907384233,28440.8129021555,7.321652065081347,12.104824219270284,-4.783172154188938,2
34.498913288116455,1788289444.3778908,11.344805608667942,14.580725907384233,-3.235920298716289,21,220,117,22554.342486606674,21633.069584770343,44187.41207137702,0.0208492160696846,21,220,34.49563002586365,44187.41207137702,21.0,117.0,14.580725907384233,28625.41427416943,7.321652065081347,12.119407727659386,-4.797755662578039,2
34.54907989501953,1788289444.4280574,11.281070745697896,14.580725907384233,-3.299655161686335,28,220,116,22584.996555796053,21656.901637475712,44241.898193271765,0.0209777373083301,28,220,34.545796632766724,44241.898193271765,22.0,116.0,14.580725907384233,28679.90039606418,7.321652065081347,12.12371213128907,-4.802060066207723,2
34.599250078201294,1788289444.4782276,11.281070745697896,14.580725907384233,-3.299655161686335,22,224,114,22661.122040207272,21754.293072717708,44415.41511292498,0.0204169873271245,22,224,34.595966815948486,44415.41511292498,23.0,116.0,14.580725907384233,28853.417315717394,7.321652065081347,12.137419967941675,-4.815767902860328,2
34.64913773536682,1788289444.5281153,11.026131293817718,14.518147684605756,-3.492016390788038,28,220,116,22701.98130091382,21814.939582495263,44516.92088340908,0.0199259450297953,28,220,34.645854473114014,44516.92088340908,28.0,116.0,14.518147684605756,28954.923086201496,7.384230287859824,12.145438923809918,-4.761208635950094,2
34.69932508468628,1788289444.5783026,9.36902485659656,14.392991239048811,-5.023966382452253,23,224,116,23051.66179091867,22230.773990140115,45282.43578105878,0.0181281723613005,23,224,34.69604182243347,45282.43578105878,28.0,116.0,14.392991239048811,29720.437983851196,7.509386733416768,12.205914600724244,-4.696527867307475,2
34.749178647994995,1788289444.6281562,7.138304652644997,14.080100125156443,-6.941795472511448,43,348,116,23458.052132555284,22710.790213904864,46168.84234646015,0.0161854159790886,43,348,34.74589538574219,46168.84234646015,43.0,116.0,14.080100125156443,30606.844549252564,7.822277847309136,12.228,-4.405722152690863,2
34.80163788795471,1788289444.6806154,5.608667941363926,12.828535669586984,-7.2198677282230594,55,408,115,26295.63906046506,26238.796305668173,52534.43536613323,0.0010820094363007,55,408,34.798354625701904,52534.43536613323,53.0,115.0,12.828535669586984,36972.43756892564,9.073842302878596,12.428531152840772,-3.3546888499621765,2
34.84944200515747,1788289444.7284195,4.716379859783301,11.639549436795996,-6.923169577012694,53,404,115,28920.056751642016,29280.68189947013,58200.738651112144,0.0061962297418578,53,404,34.84615874290466,58200.738651112144,55.0,115.0,11.639549436795996,42638.74085390456,10.262828535669584,13.0,-2.737171464330416,2
34.89930367469788,1788289444.7782812,4.1427660930529,10.888610763454318,-6.745844670401419,102,428,115,31773.83704803771,32648.277612027174,64422.11466006488,0.0135736085132195,102,428,34.89602041244507,64422.11466006488,66.0,115.0,10.888610763454318,48860.11686285729,11.013767209011261,14.587,-3.5732327909887385,2
34.94945192337036,1788289444.8284297,3.4416826003824093,10.387984981226534,-6.946302380844125,66,396,115,33081.356983587284,34111.68682747057,67193.04381105785,0.0153338766253914,66,396,34.94616889953613,67193.04381105785,77.0,115.0,10.387984981226534,51631.04601385027,11.514392991239045,14.587,-3.0726070087609543,2
34.999537229537964,1788289444.8785148,2.995538559592097,10.075093867334168,-7.079555307742071,86,464,114,34416.355552424546,35727.71288188691,70144.06843431146,0.0186951991627121,86,464,34.99625396728516,70144.06843431146,86.0,114.0,10.075093867334168,54582.07063710387,11.827284105131412,14.587,-2.759715894868588,2
35.04947876930237,1788289444.9284563,2.8680688336520075,9.637046307884855,-6.768977474232848,77,428,114,35535.31666081032,36949.44047344961,72484.75713425994,0.0195092577880888,77,428,35.04619550704956,72484.75713425994,86.0,114.0,9.637046307884855,56922.759337052354,12.265331664580724,14.636991742763362,-2.3716600781826376,2
35.09955191612244,1788289444.9785297,2.8680688336520075,9.449311639549435,-6.581242805897428,86,432,114,36466.77640741583,38037.71528629644,74504.49169371228,0.0210851566552353,86,432,35.09626889228821,74504.49169371228,86.0,114.0,9.449311639549435,58942.49389650469,12.453066332916144,14.689504841309123,-2.236438508392979,2
35.14970684051514,1788289445.0286844,2.8680688336520075,9.449311639549435,-6.581242805897428,94,436,114,36622.94613868812,38202.19751495073,74825.14365363885,0.0211058916715598,94,436,35.14642357826233,74825.14365363885,94.0,114.0,9.449311639549435,59263.14585643126,12.453066332916144,14.697841792267214,-2.24477545935107,2
35.19985628128052,1788289445.0788338,2.8680688336520075,9.449311639549435,-6.581242805897428,95,436,114,36764.28217930664,38393.05690594004,75157.33908524667,0.0216715326335059,95,436,35.19657301902771,75157.33908524667,94.0,114.0,9.449311639549435,59595.34128803908,12.453066332916144,14.706478873489017,-2.2534125405728727,2
35.25000286102295,1788289445.1289804,2.8680688336520075,9.449311639549435,-6.581242805897428,94,436,114,36834.42496583557,38468.98592081304,75303.4108866486,0.0217063335608782,94,436,35.24671959877014,75303.4108866486,94.0,114.0,9.449311639549435,59741.41308944102,12.453066332916144,14.710276740325467,-2.257210407409323,2
35.29986596107483,1788289445.1788435,2.8680688336520075,9.449311639549435,-6.581242805897428,97,436,114,36915.48434849606,38589.02544426751,75504.50979276357,0.0221647832740693,97,436,35.29658269882202,75504.50979276357,94.0,114.0,9.449311639549435,59942.51199555598,12.453066332916144,14.715505311884456,-2.262438978968312,2
35.349966287612915,1788289445.2289438,2.8680688336520075,9.449311639549435,-6.581242805897428,87,436,114,36962.05757575431,38645.68719931149,75607.7447750658,0.0222679518952193,87,436,35.34668302536011,75607.7447750658,89.0,114.0,9.449311639549435,60045.746977858216,12.453066332916144,14.718738385158613,-2.2656720522424685,2
35.40002942085266,1788289445.279007,2.8680688336520075,9.449311639549435,-6.581242805897428,87,436,114,36975.52816216701,38689.50609900401,75665.03426117101,0.0226521794851887,87,436,35.39674615859985,75665.03426117101,87.0,114.0,9.449311639549435,60103.03646396342,12.453066332916144,14.72091538563061,-2.2678490527144657,2
35.450191020965576,1788289445.3291686,3.250478011472276,9.449311639549435,-6.19883362807716,89,436,114,36995.0579787789,38766.13167913808,75761.18965791698,0.0233770576776324,89,436,35.44690775871277,75761.18965791698,87.0,114.0,9.449311639549435,60199.1918607094,12.453066332916144,14.724569290706958,-2.2715029577908137,2
35.49998927116394,1788289445.3789668,3.4416826003824093,9.449311639549435,-6.007629039167027,71,396,114,37034.55614986805,38809.06422244223,75843.62037231028,0.02339693258132,71,396,35.49670600891113,75843.62037231028,76.0,114.0,9.449311639549435,60281.622575102694,12.453066332916144,14.727701657853903,-2.2746353249377584,2
35.550164222717285,1788289445.4291418,3.5054174633524537,9.449311639549435,-5.943894176196982,76,400,114,37071.50852462095,38845.73244415237,75917.24096877332,0.0233705005199174,76,400,35.54688096046448,75917.24096877332,71.0,114.0,9.449311639549435,60355.24317156573,12.453066332916144,14.730499240519498,-2.2774329076033535,2
35.60031819343567,1788289445.4792955,3.632887189292543,9.449311639549435,-5.816424450256893,71,392,114,37118.23492598521,38915.56401810038,76033.79894408559,0.0236385543939071,71,392,35.59703469276428,76033.79894408559,71.0,114.0,9.449311639549435,60471.801146878,12.453066332916144,14.734928443581364,-2.2818621106652195,2
